Status,Exercise Display / Reference Name ,YouTube URL,Vimeo URL,Figure Icon ,Thumbnail,Coach,Assigned,Type,Tracking Fields,Per Side Info,Equipment,Muscle Groups,Tags / Target Areas,Description / Instructions,How To Perform 1,How To Perform 2,How To Perform 3,How To Perform 4
Complete,Diamond Push Ups ,,https://vimeo.com/970383023,Completed,Completed,DANNY,,Bodyweight,Repetitions,None,None,"Forearms, Pectoralis, Triceps","Upper Body, Mobility, Strength, Wrists, Chest, Triceps ","A bodyweight exercise focusing on wrists, chest, triceps, building strength and control without external load.","Hand Placement: Place your hands together directly under your chest, forming a diamond shape with your thumbs and index fingers touching. This position targets your triceps and inner chest.",Body Alignment: Keep your body in a straight line from head to heels. Engage your core to prevent your hips from sagging or rising.,"Elbow Position: As you lower yourself, keep your elbows close to your body. This will maximize triceps engagement and reduce strain on your shoulders.","Controlled Movement: Lower your chest towards the diamond slowly, aiming to touch it or get as close as possible. Push back up explosively but with control, ensuring you maintain that straight body line."
Complete,Push Ups ,,https://vimeo.com/970386634,Completed,Completed,DANNY,,Bodyweight,Repetitions,None,None,"Forearms, Pectoralis, Triceps","Upper Body, Mobility, Strength, Wrists, Chest, Triceps ","A bodyweight exercise focusing on wrists, chest, triceps, building strength and control without external load.",Set up for Push Ups. Establish proper hand or foot placement and engage your core before starting.,Execute the movement with full body tension. Quality of each repetition matters more than speed.,Return to the starting position with control. Reset your position if needed before the next rep.,
Complete,Maltese Push Ups ,,https://vimeo.com/970472988,Completed,Completed,DANNY,,Bodyweight,Repetitions,None,None,"Forearms, Pectoralis, Triceps","Upper Body, Mobility, Strength, Wrists, Chest, Triceps ","A bodyweight exercise focusing on wrists, chest, triceps, building strength and control without external load.",Set up for Maltese Push Ups. Establish proper hand or foot placement and engage your core before starting.,Execute the movement with full body tension. Quality of each repetition matters more than speed.,Return to the starting position with control. Reset your position if needed before the next rep.,
Complete,Twisting Bear ,,https://vimeo.com/970373414,Completed,Completed,DANNY,,Mobility,Repetitions,None,None,"Deltoids, Erector Spinae","Upper Body, Mobility , Shoulder, Spine","A mobility exercise targeting the shoulder, spine, building controlled range of motion and joint health.",Set up in the starting position for Twisting Bear. Ensure proper alignment and brace your core lightly.,"Move through the full range of motion with control. Focus on owning every part of the movement, not just the end range.",Return to the starting position with the same level of control. Repeat for the prescribed repetitions.,
Complete,Zottman Curls ,,https://vimeo.com/977319545,Completed,Completed,DANNY,,Strength,Repetitions with Weight,None,Dumbbells,Biceps,"Upper Body, Mobility, Strength, Arms ",A dumbbells-based strength exercise targeting the arms.,"Set up for Zottman Curls with proper form. Ensure your grip, stance, and alignment are correct before starting.",Execute the movement through a full range of motion with control. Focus on the target muscles and avoid compensating with momentum.,Return to the starting position under control. Do not rush the eccentric (lowering) phase.,
Complete,Rear Lunge with Internal Rotation focus ,,https://vimeo.com/977321363,Completed,Completed,DANNY,,Strength,Repetitions,None,None,"Quadriceps, Hamstrings, Hip Flexors","Lower Body, Mobility,  Hamstrings, Strength, Legs , Hips , Glutes, Strength","A strength exercise targeting the hamstrings, legs, hips.","Set up for Rear Lunge with Internal Rotation focus with proper form. Ensure your grip, stance, and alignment are correct before starting.",Execute the movement through a full range of motion with control. Focus on the target muscles and avoid compensating with momentum.,Return to the starting position under control. Do not rush the eccentric (lowering) phase.,
Complete,Tibial Rotations - External,,https://vimeo.com/979540466,Completed,Completed,JOONAS,,Mobility,Repetitions,None,None,"Tibialis Anterior, Rotator Cuff","Lower Body, Mobility, Feet, Ankles, Leg, External Rotation","A mobility exercise targeting the feet, ankles, leg, building controlled range of motion and joint health.",Set up in the starting position for Tibial Rotations - External. Ensure proper alignment and brace your core lightly.,"Move through the full range of motion with control. Focus on owning every part of the movement, not just the end range.",Return to the starting position with the same level of control. Repeat for the prescribed repetitions.,
Complete,Tibial Rotations - Internal,,https://vimeo.com/979545336,Completed,Completed,JOONAS,,Mobility,Repetitions,None,None,"Tibialis Anterior, Rotator Cuff","Lower Body, Mobility, Feet, Ankles, Leg, Internal Rotation","A mobility exercise targeting the feet, ankles, leg, building controlled range of motion and joint health.",Set up in the starting position for Tibial Rotations - Internal. Ensure proper alignment and brace your core lightly.,"Move through the full range of motion with control. Focus on owning every part of the movement, not just the end range.",Return to the starting position with the same level of control. Repeat for the prescribed repetitions.,
Complete,Side Lying Hip Circles ,,https://vimeo.com/979537802,Completed,Completed,JOONAS,,Mobility,Repetitions,Per Side,None,Hip Flexors,"Lower Body, Mobility, Rotation, Hips,Legs ","A mobility exercise targeting the rotation, hips, legs, building controlled range of motion and joint health.",Set up in the starting position for Side Lying Hip Circles. Ensure proper alignment and brace your core lightly.,"Move through the full range of motion with control. Focus on owning every part of the movement, not just the end range.",Return to the starting position with the same level of control. Repeat for the prescribed repetitions.,
Complete,Hawaiin Squats,,https://vimeo.com/979546524,Completed,Completed,JOONAS,,Strength,Repetitions,None,None,"Quadriceps, Hip Flexors, Rotator Cuff","Lower Body, Mobility, Rotation, Hips,Legs , External Rotation, Glutes","A strength exercise targeting the rotation, hips, legs.","Set up for Hawaiin Squats with proper form. Ensure your grip, stance, and alignment are correct before starting.",Execute the movement through a full range of motion with control. Focus on the target muscles and avoid compensating with momentum.,Return to the starting position under control. Do not rush the eccentric (lowering) phase.,
Complete,Shoulder External Rotation Stretch With Contractions,,https://vimeo.com/979540205,Completed,Completed,JOONAS,,Stretching,Duration,None,None,"Deltoids, Pectoralis, Rotator Cuff","Upper Body, Mobility , Shoulder, Chest, External Rotation","A stretching exercise targeting the shoulder, chest, external rotation, improving flexibility and range of motion through controlled movement.",Get into the starting position for Shoulder External Rotation Stretch With Contractions. Ensure your body is properly aligned before beginning the stretch.,Move into the stretch slowly and with control. Breathe deeply and allow the muscles to release. Do not bounce or force the range.,Hold the end position for the prescribed duration. Release slowly and repeat on the other side if applicable.,
Complete,Scorpion Shoulder Series ,,https://vimeo.com/979544405,Completed,Completed,JOONAS,,Mobility,Repetitions,None,None,"Pectoralis, Biceps","Upper Body, Mobility, Arms , Stretch, Chest, Biceps","A mobility exercise targeting the arms, stretch, chest, building controlled range of motion and joint health.",Set up in the starting position for Scorpion Shoulder Series. Ensure proper alignment and brace your core lightly.,"Move through the full range of motion with control. Focus on owning every part of the movement, not just the end range.",Return to the starting position with the same level of control. Repeat for the prescribed repetitions.,
Complete,Floor Lat Stretch,,https://vimeo.com/979536830,Completed,Completed,JOONAS,,Stretching,Duration,None,None,"Latissimus Dorsi, Erector Spinae","Upper Body, Mobility , Latts , Spine, Side Flexion","A stretching exercise targeting the latts, spine, side flexion, improving flexibility and range of motion through controlled movement.",Get into the starting position for Floor Lat Stretch. Ensure your body is properly aligned before beginning the stretch.,Move into the stretch slowly and with control. Breathe deeply and allow the muscles to release. Do not bounce or force the range.,Hold the end position for the prescribed duration. Release slowly and repeat on the other side if applicable.,
Complete,90/90 Hip Internal Rotation Stretch With Contractions,,https://vimeo.com/979542471,Completed,Completed,JOONAS,,Mobility,Duration,None,None,"Hamstrings, Hip Flexors, Gluteus Maximus","Lower Body, Mobility,  Hamstrings, Strength, Legs , Hips , Glutes, Internal Rotation","A mobility exercise targeting the hamstrings, legs, hips, building controlled range of motion and joint health.",Set up in the starting position for 90/90 Hip Internal Rotation Stretch With Contractions. Ensure proper alignment and brace your core lightly.,"Move through the full range of motion with control. Focus on owning every part of the movement, not just the end range.",Return to the starting position with the same level of control. Repeat for the prescribed repetitions.,
Complete,Chicken Wing Stretch ,,https://vimeo.com/979861570,Completed,Completed,JOONAS,,Stretching,Duration,None,None,Rotator Cuff,"Shoulder Internal Rotation, Internal Rotation, Capsule Stretch,","A stretching exercise targeting the shoulder internal rotation, internal rotation, capsule stretch, improving flexibility and range of motion through controlled movement.",Get into the starting position for Chicken Wing Stretch. Ensure your body is properly aligned before beginning the stretch.,Move into the stretch slowly and with control. Breathe deeply and allow the muscles to release. Do not bounce or force the range.,Hold the end position for the prescribed duration. Release slowly and repeat on the other side if applicable.,
Complete,Inclined Pigeon Goodmornings,,https://vimeo.com/979861714,Completed,Completed,JOONAS,,Mobility,Repetitions,None,None,"Hamstrings, Gluteus Maximus","Glutes, Hip External Rotation, Glute Stretch, Pigeon, Inclined Pigeon Goodmornings,","A mobility exercise targeting the glutes, hip external rotation, glute stretch, building controlled range of motion and joint health.",Set up in the starting position for Inclined Pigeon Goodmornings. Ensure proper alignment and brace your core lightly.,"Move through the full range of motion with control. Focus on owning every part of the movement, not just the end range.",Return to the starting position with the same level of control. Repeat for the prescribed repetitions.,
Complete,Cuban Rotations,,https://vimeo.com/979861615,Completed,Completed,JOONAS,,Mobility,Repetitions,None,None,Rotator Cuff,"External Rotation, Internal Rotation, Shoulder Rotation, Shoulder Capsule, Capsule CARs,","A mobility exercise targeting the external rotation, internal rotation, shoulder rotation, building controlled range of motion and joint health.",Set up in the starting position for Cuban Rotations. Ensure proper alignment and brace your core lightly.,"Move through the full range of motion with control. Focus on owning every part of the movement, not just the end range.",Return to the starting position with the same level of control. Repeat for the prescribed repetitions.,
Complete,Kneeling Wall Backbend ,,https://vimeo.com/979861747,Completed,Completed,JOONAS,,Mobility,Repetitions,None,Wall,Abdominals,"Back bend, Extension, Spine Extension, ","A mobility exercise targeting the back bend, extension, spine extension, building controlled range of motion and joint health.",Set up in the starting position for Kneeling Wall Backbend. Ensure proper alignment and brace your core lightly.,"Move through the full range of motion with control. Focus on owning every part of the movement, not just the end range.",Return to the starting position with the same level of control. Repeat for the prescribed repetitions.,
Complete,Side Lying Spine Rotation,,https://vimeo.com/979861805,Completed,Completed,JOONAS,,Mobility,Repetitions,Per Side,None,"Obliques, Rotator Cuff","Spine Rotation, Thoracic Rotation, Back Rotation","A mobility exercise targeting the spine rotation, thoracic rotation, back rotation, building controlled range of motion and joint health.",Set up in the starting position for Side Lying Spine Rotation. Ensure proper alignment and brace your core lightly.,"Move through the full range of motion with control. Focus on owning every part of the movement, not just the end range.",Return to the starting position with the same level of control. Repeat for the prescribed repetitions.,
Complete,Thoracic Rotations (Lunge position) with Wall Block ,,https://vimeo.com/979862160,Completed,Completed,JOONAS,,Strength,Repetitions,None,Wall,"Quadriceps, Erector Spinae","Thoracic Rotation, Spine Rotation, Back Rotation, Rotation, Spine ","A wall-based strength exercise targeting the thoracic rotation, spine rotation, back rotation.","Set up for Thoracic Rotations (Lunge position) with Wall Block with proper form. Ensure your grip, stance, and alignment are correct before starting.",Execute the movement through a full range of motion with control. Focus on the target muscles and avoid compensating with momentum.,Return to the starting position under control. Do not rush the eccentric (lowering) phase.,
Complete,Four point foot slide (Single Leg Balance),,https://vimeo.com/979861657,Completed,Completed,JOONAS,,Mobility,Repetitions,Per Leg,None,Quadriceps,"Single Leg balance, Balance, Step Down, Single Leg, Quads, Quad","A mobility exercise targeting the single leg balance, balance, step down, building controlled range of motion and joint health.",Set up in the starting position for Four point foot slide (Single Leg Balance). Ensure proper alignment and brace your core lightly.,"Move through the full range of motion with control. Focus on owning every part of the movement, not just the end range.",Return to the starting position with the same level of control. Repeat for the prescribed repetitions.,
Complete,Side V-Snaps ,,https://vimeo.com/979863277,Completed,Completed,JOONAS,,Mobility,Repetitions,None,None,Obliques,"Obliques, Lateral Flexion, Side Bend, Side Arch Body, Side V-Snaps, ","A mobility exercise targeting the obliques, lateral flexion, side bend, building controlled range of motion and joint health.",Set up in the starting position for Side V-Snaps. Ensure proper alignment and brace your core lightly.,"Move through the full range of motion with control. Focus on owning every part of the movement, not just the end range.",Return to the starting position with the same level of control. Repeat for the prescribed repetitions.,
Complete,Side-Over-Arches,,https://vimeo.com/979861875,Completed,Completed,JOONAS,,Mobility,Repetitions,None,None,Obliques,"Obliques, Lateral Flexion, Side Bend, Side Arch Body, Side V-Snaps, ","A mobility exercise targeting the obliques, lateral flexion, side bend, building controlled range of motion and joint health.",Set up in the starting position for Side-Over-Arches. Ensure proper alignment and brace your core lightly.,"Move through the full range of motion with control. Focus on owning every part of the movement, not just the end range.",Return to the starting position with the same level of control. Repeat for the prescribed repetitions.,
Complete,Long Lunge Hip Extension (Back leg with Block),,https://vimeo.com/979861796,Completed,Completed,JOONAS,,Strength,Repetitions,None,None,"Quadriceps, Hip Flexors","Hip Extension, Hip Flexors, Lunge, Long Lunge,","A strength exercise targeting the hip extension, hip flexors, lunge.","Set up for Long Lunge Hip Extension (Back leg with Block) with proper form. Ensure your grip, stance, and alignment are correct before starting.",Execute the movement through a full range of motion with control. Focus on the target muscles and avoid compensating with momentum.,Return to the starting position under control. Do not rush the eccentric (lowering) phase.,
Complete,Shoulder Dislocates,,,Completed,Completed,DANNY,,Mobility,Repetitions,None,None,Abdominals,,"A mobility exercise targeting the general fitness, building controlled range of motion and joint health.",Set up in the starting position for Shoulder Dislocates. Ensure proper alignment and brace your core lightly.,"Move through the full range of motion with control. Focus on owning every part of the movement, not just the end range.",Return to the starting position with the same level of control. Repeat for the prescribed repetitions.,
In Handsdan App,Standing Pike with Shoulder Extension,https://youtu.be/J-Wq8qtFgEk,https://vimeo.com/1021295424,13 - Back,Required,DANNY,viktorbcontact@gmail.com,Mobility,Repetitions,None,"Broomstick,","Deltoids, Hamstrings","Shoulder, Hamstrings, Mobility, Flexibility, Beginner","This is a hamstring stretch combined with shoulder extension, which improves flexibility in both areas, promoting range of motion in the shoulders and legs.","Stand with feet hip-width apart and hinge forward at the hips, reaching your hands towards the floor.","As you lower, extend your arms behind you, reaching towards the ceiling, squeezing your shoulder blades together.","Keep your legs straight, hold for a few seconds, then return to standing.",
In Handsdan App,Dragon Flags / Full Body Lever,https://youtu.be/qBILnN4d9jc,https://vimeo.com/1021202583,13 - Front,Required,DANNY,viktorbcontact@gmail.com,Bodyweight,Repetitions,None,None,Abdominals,"Core, GST, Gymnastics Strength Training, Bodyweight, Calisthenics ",A high-level core exercise that engages the entire body. It’s known for its difficulty and is used to develop core strength and control.,"Lie on a bench, grab the edges with your hands above your head. or lie on the floor holding on to a stable structure","Lift your legs and torso off the bench in one solid motion, keeping your body straight like a lever.","Slowly lower back down without arching your back, maintaining full-body tension.",
In Handsdan App,Straddle Body Lever ,https://youtu.be/vz39HSeFb70,https://vimeo.com/1021202603,13 - Front,Required,DANNY,viktorbcontact@gmail.com,Bodyweight,Repetitions,None,None,Abdominals,"Core, GST, Gymnastics Strength Training, Bodyweight, Calisthenics ","A variation of the body lever with legs in a wide straddle position, targeting core and hip flexibility.",Lie on a bench or floor and grab a stable object behind you for support.,"Lift your legs into a wide straddle position, keeping your body straight and controlled.","Slowly lower your legs and torso back down, keeping the tension in your core.",
In Handsdan App,Open Tuck Body Lever ,https://youtu.be/GVHHrfSVPWI,https://vimeo.com/1021202613,13 - Front,Required,DANNY,viktorbcontact@gmail.com,Bodyweight,Repetitions,None,None,Abdominals,"Core, GST, Gymnastics Strength Training, Bodyweight, Calisthenics ",A body lever variation with a tucked body position to make it slightly easier while still targeting the core.,Lie on a bench or floor and grab something behind you for support.,"Tuck your knees towards your chest, then lift your hips and back off the ground.","Slowly lower your body back down, controlling the descent to keep tension in your core.",
In Handsdan App,Single Leg Body Lever,https://youtu.be/FbYNLZlNdA4,https://vimeo.com/1021202593,13 - Front,Required,DANNY,viktorbcontact@gmail.com,Bodyweight,Repetitions,None,None,Abdominals,"Core, GST, Gymnastics Strength Training, Bodyweight, Calisthenics ","A unilateral body lever focusing on one leg at a time, improving core stability and balance.",Lie on a bench or floor and grab a stable object behind you.,Extend one leg straight up while keeping the other leg bent or tucked,Return to the starting position with control. Reset if needed before the next rep.,
In Handsdan App,Swivel Hips with TRX,https://youtu.be/whqgwIpyeRI,https://vimeo.com/1021340332,15 - Front,Required,DANNY,viktorbcontact@gmail.com,TRX,Duration,None,TRX,Hip Flexors,"Hips, Mobility, Flexibility, TRX, Beginner",A TRX exercise that targets core stability and hip mobility by rotating the hips in a controlled movement.,Start in a TRX plank position with your feet in the TRX straps.,"Rotate your hips to one side, bringing them towards the floor.","Return to center and repeat on the other side, keeping your core engaged throughout.",
In Handsdan App,Tuck Hold with TRX,https://youtu.be/N_mqJN7PmyU,https://vimeo.com/1021340336,13 - Front,Required,DANNY,viktorbcontact@gmail.com,TRX,Duration,None,TRX,"Hip Flexors, Abdominals","Hips, Core, TRX, Beginner","A core strengthening exercise using the TRX straps to hold a tuck position, challenging your stability.",Use the handles to assist you holding a tuck hold on the floor,"Perform the movement with control, keeping constant tension on the straps. Engage your core throughout.",Return to the start position smoothly. Adjust your foot position to increase or decrease difficulty.,
In Handsdan App,Glute Stretch ,https://youtu.be/a-nGDuqjYUM,https://vimeo.com/1020649249,10 - Back,Required,DANNY,viktorbcontact@gmail.com,Stretching,Duration,Per Side,None,"Hip Flexors, Gluteus Maximus","Stretching, Hips, Glutes, Flexibility, Beginner","A simple stretch to target the glutes, improving hip mobility and flexibility.",Sit on your butt with your legs out in front and cross one ankle over the opposite knee.,Move into the stretch slowly and with control. Breathe deeply and allow the muscles to release gradually.,Hold the end position for the prescribed duration. Release slowly and repeat on the other side if applicable.,
In Handsdan App,Single Leg Deadlift - Cross body reach,https://youtu.be/s7ApV1Syhd0,https://vimeo.com/1020649265,10 - Back,Required,DANNY,viktorbcontact@gmail.com,Mobility,Repetitions with Weight,Per Side,DB or KB,"Hip Flexors, Gluteus Maximus","Stretching, Hips, Glutes, Flexibility, Beginner","A single-leg balance and strength exercise that incorporates a cross-body reach, improving stability and core engagement.","Stand on one leg and hinge at the hips, extending the opposite leg behind you.","Reach across the body to the opposite side, maintaining balance.",Return to standing while keeping control and repeat on the other side.,
In Handsdan App,Quad Stretch using Bench,https://youtu.be/ouc1BJ82K4w,https://vimeo.com/1020649220,6 - Front,Required,DANNY,viktorbcontact@gmail.com,Stretching,Duration,Per Side,Bench,"Hip Flexors, Quadriceps","Stretching, Hips, Quads, Flexibility, Beginner","This stretch focuses on the quadriceps and hip flexors, using a bench to deepen the stretch.","Stand with your back to a bench, place one foot on the bench behind you.",Move into the stretch slowly and with control. Breathe deeply and allow the muscles to release gradually.,Hold the end position for the prescribed duration. Release slowly and repeat on the other side if applicable.,
In Handsdan App,Supine Barbell Chin Up ,https://youtu.be/G84js7ornqY,https://vimeo.com/1021340341,13 - Back,Required,DANNY,viktorbcontact@gmail.com,Strength,Repetitions with Weight,None,Barbell ,"Biceps, Lattisimus Dorsi","Strength, Back, Upper Back, Latts, ","A chin-up performed while sitting on the floor, using a barbell, to target the upper body and core.",Lie underneath a barbell set at about waist height.,Grab the bar with an underhand grip and pull your chest up towards it.,Slowly lower yourself back down while maintaining tension.,
In Handsdan App,Supine Barbell Pull Up ,https://youtu.be/tmVCRdfooxg,https://vimeo.com/1021340344,13 - Back,Required,DANNY,viktorbcontact@gmail.com,Strength,Repetitions with Weight,None,Barbell ,"Lattisimus Dorsi, Biceps","Strength, Back, Upper Back, Latts, ","A Pull-up performed while sitting on the floor, using a barbell, to target the upper body and core.",Lie under a barbell and grab it with an overhand grip.,"Pull your chest up towards the bar, engaging your upper back.",Lower back down with control and repeat.,
In Handsdan App,Ab Roll Outs,https://youtu.be/BmB0mLa25ns,https://vimeo.com/1021295444,13 - Front,Required,DANNY,viktorbcontact@gmail.com,Bodyweight,Repetitions,None,Ab Roller,Abdominals,"Core, GST, Gymnastics Strength Training, Bodyweight, Calisthenics ",A challenging core exercise that strengthens the entire abdominal area.,Kneel on the floor with an ab wheel or barbell in your hands.,"Roll the wheel/barbell forward, keeping your core braced and back straight.",Roll back up to the starting position without letting your hips sag.,
In Handsdan App,Side Lying Knee to Knee,https://youtu.be/_ZMksEZR4Aw,https://vimeo.com/1020486423,15 - Front,Required,DANNY,viktorbcontact@gmail.com,Mobility,Duration,None,Ball,Hip Flexors,"Hips, Mobility, Flexibility,Hip Rotation, Beginner",A mobility drill that improves hip internal rotation and stability by moving the knees together while lying on your side.,Lie on your side with ball in between your knees ,Slowly push one knee away from you sliding along the ball ,Return to the starting position and repeat on the other side.,
In Handsdan App,Supine Lying Knee to Knee,https://youtu.be/q6R9p5MeNy0,https://vimeo.com/1020486352?tq=knee to knee#t=23,15 - Front,Required,DANNY,viktorbcontact@gmail.com,Mobility,Repetitions,Per Side,"Ball, foam roller",Hip Flexors,"Hips, Mobility, Flexibility,Hip Rotation, Beginner",A similar mobility drill to the side-lying version but performed on your back to target hip rotation.,Lie on your back with knees bent and feet flat on the wall.,Slowly push one knee towards the ceiling away from you,Return to the starting position and repeat on the other side.,
In Handsdan App,Kneeling Hip Internal Rotation,,https://vimeo.com/1061137912?share=copy#t=0,,Required,JOONAS,,Mobility,Duration,Per Side,None,Gluteus Medius,"Hip, Hip Rotation","A mobility exercise targeting the hip, hip rotation, building controlled range of motion and joint health.",Set up in the starting position for Kneeling Hip Internal Rotation. Ensure proper alignment and brace your core lightly.,Move through the full range of motion with control. Focus on owning every part of the movement.,Return to the starting position with the same level of control. Repeat for the prescribed repetitions.,
In Handsdan App,Side Lying Knee to Knee,,https://vimeo.com/1020486423,Completed,Required,DANNY,,Mobility,Repetitions,Per Side,"ball, foam roller",Gluteus Medius,Hip Rotation,"A mobility exercise targeting the hip rotation, building controlled range of motion and joint health.",Set up in the starting position for Side Lying Knee to Knee. Ensure proper alignment and brace your core lightly.,Move through the full range of motion with control. Focus on owning every part of the movement.,Return to the starting position with the same level of control. Repeat for the prescribed repetitions.,
In Handsdan App,Hamstring Curls on Sliders,,https://vimeo.com/1069867528,Completed,Required,DANNY,,Bodyweight,Repetitions,None,"Sliders, Frisbees",Hamstrings,"Hips, Hamstrings",A dynamic hamstring exercise,"Do keep your hips extended – Squeeze your glutes and keep your hips up throughout the rep. Think ""glutes like headlights,"" not sinking ships.",Do control both directions – Don’t just fling your legs in and out. Eccentric (lengthening) phase is where the magic (and the DOMS) happens.,"Do engage your core – Ribs down, abs on. Keeps your spine from turning into a banana during the movement.",
In Handsdan App,Hamstring Curls on Sliders (Negatives),,https://vimeo.com/1069867445,Completed,Required,DANNY,,Bodyweight,Repetitions,None,"Sliders, Frisbees",Hamstrings,"Hips, Hamstrings",A dynamic hamstring exercise,Set up for Hamstring Curls on Sliders (Negatives). Establish proper hand or foot placement and engage your core before starting.,Execute the movement with full body tension. Quality of each repetition matters more than speed.,Return to the starting position with control. Reset if needed before the next rep.,
In Handsdan App,Single Leg Hamstring Curls on Sliders,,https://vimeo.com/1069868237,Completed,Required,DANNY,,Bodyweight,Repetitions,Per Leg,"Sliders, Frisbees",Hamstrings,"Hips, Hamstrings",A dynamic hamstring exercise,Set up for Single Leg Hamstring Curls on Sliders. Establish proper hand or foot placement and engage your core before starting.,Execute the movement with full body tension. Quality of each repetition matters more than speed.,Return to the starting position with control. Reset if needed before the next rep.,
In Handsdan App,Single Leg Hamstring Curls on Sliders (Negatives),,https://vimeo.com/1069868155,Completed,Required,DANNY,,Bodyweight,Repetitions,Per Leg,"Sliders, Frisbees",Hamstrings,"Hips, Hamstrings",A dynamic hamstring exercise,Set up for Single Leg Hamstring Curls on Sliders (Negatives). Establish proper hand or foot placement and engage your core before starting.,Execute the movement with full body tension. Quality of each repetition matters more than speed.,"Do engage your core – Ribs down, abs on. Keeps your spine from turning into a banana during the movement.","Don’t let your hips drop – If your bum’s sagging, your hammies aren't bragging. Keep those hips up. Don’t rush the movement – Fast = sloppy. Sliders expose everything, so earn your reps with control. Don’t go full range if you can’t maintain form – Half a solid rep is better than a full rep that looks like you’re auditioning for a floor is lava game."
In Handsdan App,Reverse Plank ,,https://vimeo.com/1069536920,Completed,Required,DANNY,,Bodyweight,Duration,None,None,"Posterior Delts, Lats","upper back, shoulders","A bodyweight exercise focusing on upper back, shoulders, building strength and control without external load.",Set up for Reverse Plank. Establish proper hand or foot placement and engage your core before starting.,Execute the movement with full body tension. Quality of each repetition matters more than speed.,Return to the starting position with control. Reset if needed before the next rep.,
In Handsdan App,Arch Body Rocks,,https://vimeo.com/1069547034,Completed,Required,DANNY,,Bodyweight,Duration,None,None,Erector Spinae,"Lower back, Upper back, Spine, Core","A bodyweight exercise focusing on lower back, upper back, spine, building strength and control without external load.",Set up for Arch Body Rocks. Establish proper hand or foot placement and engage your core before starting.,Execute the movement with full body tension. Quality of each repetition matters more than speed.,Return to the starting position with control. Reset if needed before the next rep.,
In Handsdan App,Hollow Body Rocks,,https://vimeo.com/1069546029,Completed,Required,DANNY,,Bodyweight,Duration,None,None,Abdominals,"Core, Abdominals","A bodyweight exercise focusing on core, abdominals, building strength and control without external load.",Set up for Hollow Body Rocks. Establish proper hand or foot placement and engage your core before starting.,Execute the movement with full body tension. Quality of each repetition matters more than speed.,Return to the starting position with control. Reset if needed before the next rep.,
In Handsdan App,V-Snaps ,,https://vimeo.com/1069545769,Completed,Required,DANNY,,Bodyweight,Duration,None,None,Abdominals,"Core, Abdominals","A bodyweight exercise focusing on core, abdominals, building strength and control without external load.",Set up for V-Snaps. Establish proper hand or foot placement and engage your core before starting.,Execute the movement with full body tension. Quality of each repetition matters more than speed.,Return to the starting position with control. Reset if needed before the next rep.,
In Handsdan App,Russian Twists,,https://vimeo.com/1069545120,Completed,Required,DANNY,,Mobility,Repetitions,None,None,"Abdominals , Obliques","Core, Abdominals, Spine","A mobility exercise targeting the core, abdominals, spine, building controlled range of motion and joint health.",Set up in the starting position for Russian Twists. Ensure proper alignment and brace your core lightly.,Move through the full range of motion with control. Focus on owning every part of the movement.,Return to the starting position with the same level of control. Repeat for the prescribed repetitions.,
In Handsdan App,Sonego Twists,,https://vimeo.com/1069545470,Completed,Required,DANNY,,Mobility,Repetitions,None,None,"Abdominals , Obliques","Core, Abdominals, Spine","A mobility exercise targeting the core, abdominals, spine, building controlled range of motion and joint health.",Set up in the starting position for Sonego Twists. Ensure proper alignment and brace your core lightly.,Move through the full range of motion with control. Focus on owning every part of the movement.,Return to the starting position with the same level of control. Repeat for the prescribed repetitions.,
In Handsdan App,Serratus Slides on Roller (Banded),,https://vimeo.com/1069540852,Completed,Required,DANNY,,Strength,Duration,None,foam roller. roller,Serratus Anterior,Upper Body,"A strength exercise targeting the general fitness, building muscular strength and endurance.","Set up for Serratus Slides on Roller (Banded) with proper form. Ensure your grip, stance, and alignment are correct before starting.",Execute the movement through a full range of motion with control. Focus on the target muscles and avoid momentum.,Return to the starting position under control. Do not rush the eccentric phase.,
In Handsdan App,Pigeon Goodmornings (Weighted),,https://vimeo.com/1069543315,Completed,Required,DANNY,,Mobility,Repetitions,Per Side,mat,Gluteus Maximus,"Glutes, Lower Body","A mobility exercise targeting the glutes, building controlled range of motion and joint health.",Set up in the starting position for Pigeon Goodmornings (Weighted). Ensure proper alignment and brace your core lightly.,Move through the full range of motion with control. Focus on owning every part of the movement.,Return to the starting position with the same level of control. Repeat for the prescribed repetitions.,
In Handsdan App,Segmental Cat-Cow (Seated and Standing),,https://vimeo.com/1069541747,Completed,Required,DANNY,,Mobility,Duration,None,None,Erector Spinae,Spine,"A mobility exercise targeting the spine, building controlled range of motion and joint health.",Set up in the starting position for Segmental Cat-Cow (Seated and Standing). Ensure proper alignment and brace your core lightly.,Move through the full range of motion with control. Focus on owning every part of the movement.,Return to the starting position with the same level of control. Repeat for the prescribed repetitions.,
In Handsdan App,Around the Worlds ,,https://vimeo.com/1069542842,Completed,Required,DANNY,,Mobility,Repetitions,None,None,Obliques,"Spine, Obliques ","A mobility exercise targeting the spine, obliques, building controlled range of motion and joint health.",Set up in the starting position for Around the Worlds. Ensure proper alignment and brace your core lightly.,Move through the full range of motion with control. Focus on owning every part of the movement.,Return to the starting position with the same level of control. Repeat for the prescribed repetitions.,
